MINISTERIO DE DEFENSA NACIONAL;;;;;;;
POLICÍA NACIONAL;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
DIRECCIÓN DE INVESTIGACIÓN CRIMINAL E INTERPOL;;;;;;;
GRUPO DE INFORMACIÓN DE CRIMINALIDAD;;;;;;;
VIOLENCIA INTRAFAMILIAR ;;;;;;;
PERÍODO DEL 01 DE ENERO AL 31 DE ENERO DEL 2024;;;;;;;
ARMA MEDIO ;DEPARTAMENTO ;MUNICIPIO ;FECHA HECHO ;GENERO ;*AGRUPA_EDAD_PERSONA;CODIGO DANE ;CANTIDAD 
CONTUNDENTES;BOYACÁ;Chitaraque;18/01/2024;FEMENINO;ADULTOS;15185000;1
CONTUNDENTES;BOYACÁ;Chitaraque;19/01/2024;MASCULINO;ADULTOS;15185000;1
CONTUNDENTES;BOYACÁ;Ciénega;12/01/2024;FEMENINO;ADULTOS;15189000;1
CONTUNDENTES;BOYACÁ;Cómbita;29/01/2024;FEMENINO;ADULTOS;15204000;1
CONTUNDENTES;BOYACÁ;Duitama;02/01/2024;FEMENINO;ADULTOS;15238000;1
CONTUNDENTES;BOYACÁ;Duitama;02/01/2024;MASCULINO;ADOLESCENTES;15238000;1
CONTUNDENTES;BOYACÁ;Duitama;04/01/2024;FEMENINO;ADOLESCENTES;15238000;1
CONTUNDENTES;BOYACÁ;Duitama;04/01/2024;FEMENINO;ADULTOS;15238000;1
CONTUNDENTES;BOYACÁ;Duitama;12/01/2024;FEMENINO;ADULTOS;15238000;1
CONTUNDENTES;BOYACÁ;Duitama;13/01/2024;FEMENINO;ADOLESCENTES;15238000;1
CONTUNDENTES;BOYACÁ;Duitama;14/01/2024;FEMENINO;ADULTOS;15238000;1
CONTUNDENTES;BOYACÁ;Duitama;15/01/2024;FEMENINO;ADULTOS;15238000;2
CONTUNDENTES;BOYACÁ;Duitama;17/01/2024;FEMENINO;ADOLESCENTES;15238000;1
CONTUNDENTES;BOYACÁ;Duitama;17/01/2024;FEMENINO;ADULTOS;15238000;1
CONTUNDENTES;BOYACÁ;Duitama;21/01/2024;FEMENINO;ADULTOS;15238000;1
CONTUNDENTES;BOYACÁ;Duitama;24/01/2024;FEMENINO;ADULTOS;15238000;1
CONTUNDENTES;BOYACÁ;Duitama;25/01/2024;FEMENINO;ADULTOS;15238000;1
CONTUNDENTES;BOYACÁ;Duitama;26/01/2024;FEMENINO;ADOLESCENTES;15238000;1
CONTUNDENTES;BOYACÁ;Duitama;26/01/2024;FEMENINO;ADULTOS;15238000;2
CONTUNDENTES;BOYACÁ;Duitama;29/01/2024;FEMENINO;ADULTOS;15238000;1
CONTUNDENTES;BOYACÁ;Duitama;30/01/2024;FEMENINO;ADULTOS;15238000;1
CONTUNDENTES;BOYACÁ;El Espino;03/01/2024;FEMENINO;ADULTOS;15248000;1
CONTUNDENTES;BOYACÁ;El Espino;27/01/2024;FEMENINO;ADULTOS;15248000;1
CONTUNDENTES;BOYACÁ;Firavitoba;09/01/2024;FEMENINO;ADULTOS;15272000;1
CONTUNDENTES;BOYACÁ;Firavitoba;11/01/2024;FEMENINO;ADULTOS;15272000;1
CONTUNDENTES;BOYACÁ;Firavitoba;19/01/2024;FEMENINO;ADULTOS;15272000;1
CONTUNDENTES;BOYACÁ;Gachantivá;13/01/2024;FEMENINO;ADULTOS;15293000;1
CONTUNDENTES;BOYACÁ;Gameza;23/01/2024;MASCULINO;ADOLESCENTES;15296000;1
CONTUNDENTES;BOYACÁ;Garagoa;05/01/2024;FEMENINO;ADULTOS;15299000;1
CONTUNDENTES;BOYACÁ;Garagoa;08/01/2024;MASCULINO;ADULTOS;15299000;1
CONTUNDENTES;BOYACÁ;Garagoa;17/01/2024;FEMENINO;ADULTOS;15299000;1
CONTUNDENTES;BOYACÁ;Garagoa;17/01/2024;MASCULINO;MENORES;15299000;1
CONTUNDENTES;BOYACÁ;Garagoa;19/01/2024;FEMENINO;ADULTOS;15299000;1
CONTUNDENTES;BOYACÁ;Garagoa;24/01/2024;FEMENINO;ADULTOS;15299000;1
CONTUNDENTES;BOYACÁ;Garagoa;28/01/2024;FEMENINO;ADULTOS;15299000;2
CONTUNDENTES;BOYACÁ;Guateque;07/01/2024;MASCULINO;ADULTOS;15322000;1
CONTUNDENTES;BOYACÁ;Guateque;10/01/2024;FEMENINO;ADULTOS;15322000;1
CONTUNDENTES;BOYACÁ;Guateque;11/01/2024;FEMENINO;ADULTOS;15322000;1
CONTUNDENTES;BOYACÁ;Guateque;24/01/2024;MASCULINO;MENORES;15322000;2
CONTUNDENTES;BOYACÁ;Guateque;27/01/2024;FEMENINO;ADULTOS;15322000;1
CONTUNDENTES;BOYACÁ;Guateque;28/01/2024;FEMENINO;ADULTOS;15322000;1
CONTUNDENTES;BOYACÁ;Guateque;31/01/2024;MASCULINO;ADULTOS;15322000;1
CONTUNDENTES;BOYACÁ;Güicán;03/01/2024;FEMENINO;ADULTOS;15332000;1
CONTUNDENTES;BOYACÁ;La Capilla;22/01/2024;FEMENINO;ADULTOS;15380000;1
CONTUNDENTES;BOYACÁ;Miraflores;30/01/2024;MASCULINO;ADULTOS;15455000;1
CONTUNDENTES;BOYACÁ;Monguí;07/01/2024;MASCULINO;ADULTOS;15466000;1
CONTUNDENTES;BOYACÁ;Monguí;28/01/2024;FEMENINO;ADULTOS;15466000;1
CONTUNDENTES;BOYACÁ;Moniquirá;02/01/2024;FEMENINO;ADULTOS;15469000;1
CONTUNDENTES;BOYACÁ;Moniquirá;02/01/2024;MASCULINO;ADULTOS;15469000;2
CONTUNDENTES;BOYACÁ;Moniquirá;10/01/2024;FEMENINO;ADULTOS;15469000;1
CONTUNDENTES;BOYACÁ;Moniquirá;14/01/2024;FEMENINO;ADULTOS;15469000;1
CONTUNDENTES;BOYACÁ;Moniquirá;16/01/2024;FEMENINO;ADULTOS;15469000;2
CONTUNDENTES;BOYACÁ;Moniquirá;19/01/2024;FEMENINO;ADULTOS;15469000;1
CONTUNDENTES;BOYACÁ;Moniquirá;25/01/2024;MASCULINO;ADULTOS;15469000;1
CONTUNDENTES;BOYACÁ;Moniquirá;25/01/2024;MASCULINO;MENORES;15469000;1
CONTUNDENTES;BOYACÁ;Moniquirá;26/01/2024;MASCULINO;ADULTOS;15469000;1
CONTUNDENTES;BOYACÁ;Moniquirá;31/01/2024;FEMENINO;ADULTOS;15469000;1
CONTUNDENTES;BOYACÁ;Moniquirá;31/01/2024;MASCULINO;ADULTOS;15469000;1
CONTUNDENTES;BOYACÁ;Motavita;11/01/2024;MASCULINO;ADULTOS;15476000;1
CONTUNDENTES;BOYACÁ;Nobsa;14/01/2024;FEMENINO;ADOLESCENTES;15491000;1
CONTUNDENTES;BOYACÁ;Nobsa;14/01/2024;FEMENINO;ADULTOS;15491000;1
CONTUNDENTES;BOYACÁ;Nobsa;23/01/2024;FEMENINO;ADULTOS;15491000;1
CONTUNDENTES;BOYACÁ;Nobsa;23/01/2024;MASCULINO;MENORES;15491000;1
CONTUNDENTES;BOYACÁ;Nobsa;28/01/2024;FEMENINO;ADULTOS;15491000;1
CONTUNDENTES;BOYACÁ;Nuevo Colón;27/01/2024;FEMENINO;ADULTOS;15494000;1
CONTUNDENTES;BOYACÁ;Pachavita;09/01/2024;MASCULINO;ADULTOS;15511000;1
CONTUNDENTES;BOYACÁ;Pachavita;22/01/2024;FEMENINO;ADULTOS;15511000;1
CONTUNDENTES;BOYACÁ;Pachavita;22/01/2024;MASCULINO;ADULTOS;15511000;1
CONTUNDENTES;BOYACÁ;Paipa;17/01/2024;FEMENINO;ADULTOS;15516000;1
CONTUNDENTES;BOYACÁ;Paipa;24/01/2024;FEMENINO;ADULTOS;15516000;1
CONTUNDENTES;BOYACÁ;Paipa;24/01/2024;MASCULINO;MENORES;15516000;1
CONTUNDENTES;BOYACÁ;Paipa;25/01/2024;FEMENINO;ADULTOS;15516000;1
CONTUNDENTES;BOYACÁ;Paipa;25/01/2024;MASCULINO;ADULTOS;15516000;1
CONTUNDENTES;BOYACÁ;Paipa;26/01/2024;MASCULINO;ADULTOS;15516000;1
CONTUNDENTES;BOYACÁ;Paipa;28/01/2024;FEMENINO;ADULTOS;15516000;1
CONTUNDENTES;BOYACÁ;Paipa;28/01/2024;MASCULINO;ADULTOS;15516000;1
CONTUNDENTES;BOYACÁ;Panqueba;16/01/2024;FEMENINO;ADULTOS;15522000;1
CONTUNDENTES;BOYACÁ;Pisba;20/01/2024;FEMENINO;ADULTOS;15550000;1
CONTUNDENTES;BOYACÁ;Puerto Boyacá;02/01/2024;FEMENINO;ADULTOS;15572000;1
CONTUNDENTES;BOYACÁ;Puerto Boyacá;05/01/2024;FEMENINO;ADULTOS;15572000;1
CONTUNDENTES;BOYACÁ;Puerto Boyacá;05/01/2024;MASCULINO;ADULTOS;15572000;1
CONTUNDENTES;BOYACÁ;Puerto Boyacá;07/01/2024;MASCULINO;ADULTOS;15572000;1
CONTUNDENTES;BOYACÁ;Puerto Boyacá;16/01/2024;FEMENINO;ADULTOS;15572000;1
CONTUNDENTES;BOYACÁ;Puerto Boyacá;21/01/2024;MASCULINO;ADULTOS;15572000;1
CONTUNDENTES;BOYACÁ;Puerto Boyacá;22/01/2024;FEMENINO;ADULTOS;15572000;1
CONTUNDENTES;BOYACÁ;Puerto Boyacá;25/01/2024;FEMENINO;ADULTOS;15572000;1
CONTUNDENTES;BOYACÁ;Puerto Boyacá;27/01/2024;FEMENINO;ADULTOS;15572000;1
CONTUNDENTES;BOYACÁ;Puerto Boyacá;29/01/2024;FEMENINO;ADULTOS;15572000;1
CONTUNDENTES;BOYACÁ;Ramiriquí;02/01/2024;FEMENINO;ADULTOS;15599000;1
CONTUNDENTES;BOYACÁ;Ramiriquí;02/01/2024;MASCULINO;ADULTOS;15599000;1
CONTUNDENTES;BOYACÁ;Ramiriquí;06/01/2024;FEMENINO;ADULTOS;15599000;1
CONTUNDENTES;BOYACÁ;Ramiriquí;23/01/2024;FEMENINO;ADULTOS;15599000;1
CONTUNDENTES;BOYACÁ;Ramiriquí;24/01/2024;FEMENINO;ADULTOS;15599000;1
CONTUNDENTES;BOYACÁ;Ráquira;28/01/2024;FEMENINO;ADULTOS;15600000;1
CONTUNDENTES;BOYACÁ;Rondón;17/01/2024;FEMENINO;ADULTOS;15621000;1
CONTUNDENTES;BOYACÁ;Rondón;24/01/2024;FEMENINO;ADULTOS;15621000;1
CONTUNDENTES;BOYACÁ;Sáchica;01/01/2024;FEMENINO;ADULTOS;15638000;1
CONTUNDENTES;BOYACÁ;Samacá;24/01/2024;FEMENINO;ADULTOS;15646000;1
CONTUNDENTES;BOYACÁ;San Miguel de Sema;09/01/2024;MASCULINO;ADULTOS;15676000;1
CONTUNDENTES;BOYACÁ;Santa Rosa de Viterbo;10/01/2024;FEMENINO;ADULTOS;15693000;1
CONTUNDENTES;BOYACÁ;Santana;14/01/2024;FEMENINO;MENORES;15686000;1
CONTUNDENTES;BOYACÁ;Siachoque;03/01/2024;FEMENINO;ADULTOS;15740000;1
CONTUNDENTES;BOYACÁ;Soatá;13/01/2024;FEMENINO;ADULTOS;15753000;1
CONTUNDENTES;BOYACÁ;Soatá;30/01/2024;MASCULINO;ADULTOS;15753000;1
CONTUNDENTES;BOYACÁ;Socotá;31/01/2024;FEMENINO;ADULTOS;15755000;1
CONTUNDENTES;BOYACÁ;Sogamoso;02/01/2024;FEMENINO;ADULTOS;15759000;3
CONTUNDENTES;BOYACÁ;Sogamoso;03/01/2024;FEMENINO;ADULTOS;15759000;2
CONTUNDENTES;BOYACÁ;Sogamoso;04/01/2024;MASCULINO;ADULTOS;15759000;1
CONTUNDENTES;BOYACÁ;Sogamoso;05/01/2024;FEMENINO;ADULTOS;15759000;2
CONTUNDENTES;BOYACÁ;Sogamoso;06/01/2024;MASCULINO;ADULTOS;15759000;1
CONTUNDENTES;BOYACÁ;Sogamoso;07/01/2024;MASCULINO;ADULTOS;15759000;1
CONTUNDENTES;BOYACÁ;Sogamoso;08/01/2024;FEMENINO;ADULTOS;15759000;4
CONTUNDENTES;BOYACÁ;Sogamoso;10/01/2024;FEMENINO;ADULTOS;15759000;1
CONTUNDENTES;BOYACÁ;Sogamoso;11/01/2024;FEMENINO;ADULTOS;15759000;1
CONTUNDENTES;BOYACÁ;Sogamoso;12/01/2024;FEMENINO;ADULTOS;15759000;1
CONTUNDENTES;BOYACÁ;Sogamoso;13/01/2024;FEMENINO;ADULTOS;15759000;1
CONTUNDENTES;BOYACÁ;Sogamoso;14/01/2024;FEMENINO;ADULTOS;15759000;1
CONTUNDENTES;BOYACÁ;Sogamoso;16/01/2024;FEMENINO;ADULTOS;15759000;3
CONTUNDENTES;BOYACÁ;Sogamoso;16/01/2024;MASCULINO;ADULTOS;15759000;1
CONTUNDENTES;BOYACÁ;Sogamoso;19/01/2024;FEMENINO;ADULTOS;15759000;1
CONTUNDENTES;BOYACÁ;Sogamoso;20/01/2024;FEMENINO;ADULTOS;15759000;1
CONTUNDENTES;BOYACÁ;Sogamoso;20/01/2024;MASCULINO;ADULTOS;15759000;1
CONTUNDENTES;BOYACÁ;Sogamoso;22/01/2024;FEMENINO;ADULTOS;15759000;1
CONTUNDENTES;BOYACÁ;Sogamoso;23/01/2024;FEMENINO;ADULTOS;15759000;1
CONTUNDENTES;BOYACÁ;Sogamoso;24/01/2024;FEMENINO;ADULTOS;15759000;1
CONTUNDENTES;BOYACÁ;Sogamoso;27/01/2024;FEMENINO;ADULTOS;15759000;2
CONTUNDENTES;BOYACÁ;Sogamoso;27/01/2024;MASCULINO;ADULTOS;15759000;1
CONTUNDENTES;BOYACÁ;Sogamoso;28/01/2024;FEMENINO;ADULTOS;15759000;2
CONTUNDENTES;BOYACÁ;Sogamoso;29/01/2024;FEMENINO;ADULTOS;15759000;2
CONTUNDENTES;BOYACÁ;Sogamoso;30/01/2024;FEMENINO;ADULTOS;15759000;1
CONTUNDENTES;BOYACÁ;Sogamoso;30/01/2024;MASCULINO;ADULTOS;15759000;2
CONTUNDENTES;BOYACÁ;Sogamoso;31/01/2024;FEMENINO;ADULTOS;15759000;1
CONTUNDENTES;BOYACÁ;Soracá;17/01/2024;FEMENINO;ADULTOS;15764000;1
CONTUNDENTES;BOYACÁ;Soracá;17/01/2024;FEMENINO;MENORES;15764000;1
CONTUNDENTES;BOYACÁ;Sotaquirá;21/01/2024;MASCULINO;ADULTOS;15763000;1
CONTUNDENTES;BOYACÁ;Sutamarchán;01/01/2024;FEMENINO;ADULTOS;15776000;1
CONTUNDENTES;BOYACÁ;Sutamarchán;10/01/2024;FEMENINO;ADULTOS;15776000;1
CONTUNDENTES;BOYACÁ;Sutatenza;01/01/2024;FEMENINO;ADULTOS;15778000;1
CONTUNDENTES;BOYACÁ;Tibasosa;31/01/2024;FEMENINO;ADULTOS;15806000;1
CONTUNDENTES;BOYACÁ;Tinjacá;12/01/2024;FEMENINO;ADULTOS;15808000;1
CONTUNDENTES;BOYACÁ;Tópaga;29/01/2024;FEMENINO;ADULTOS;15820000;1
CONTUNDENTES;BOYACÁ;Tunja (CT);04/01/2024;FEMENINO;ADULTOS;15001000;1
CONTUNDENTES;BOYACÁ;Tunja (CT);05/01/2024;FEMENINO;ADULTOS;15001000;1
CONTUNDENTES;BOYACÁ;Tunja (CT);05/01/2024;MASCULINO;MENORES;15001000;1
CONTUNDENTES;BOYACÁ;Tunja (CT);06/01/2024;FEMENINO;ADULTOS;15001000;2
CONTUNDENTES;BOYACÁ;Tunja (CT);07/01/2024;FEMENINO;ADULTOS;15001000;1
CONTUNDENTES;BOYACÁ;Tunja (CT);08/01/2024;FEMENINO;ADOLESCENTES;15001000;1
CONTUNDENTES;BOYACÁ;Tunja (CT);08/01/2024;FEMENINO;ADULTOS;15001000;1
CONTUNDENTES;BOYACÁ;Tunja (CT);09/01/2024;FEMENINO;ADULTOS;15001000;1
CONTUNDENTES;BOYACÁ;Tunja (CT);10/01/2024;FEMENINO;ADULTOS;15001000;1
CONTUNDENTES;BOYACÁ;Tunja (CT);10/01/2024;MASCULINO;ADULTOS;15001000;1
CONTUNDENTES;BOYACÁ;Tunja (CT);11/01/2024;MASCULINO;ADULTOS;15001000;1
CONTUNDENTES;BOYACÁ;Tunja (CT);15/01/2024;FEMENINO;ADULTOS;15001000;1
CONTUNDENTES;BOYACÁ;Tunja (CT);16/01/2024;MASCULINO;ADULTOS;15001000;1
CONTUNDENTES;BOYACÁ;Tunja (CT);17/01/2024;MASCULINO;ADULTOS;15001000;1
CONTUNDENTES;BOYACÁ;Tunja (CT);19/01/2024;FEMENINO;ADULTOS;15001000;1
CONTUNDENTES;BOYACÁ;Tunja (CT);21/01/2024;FEMENINO;ADULTOS;15001000;2
CONTUNDENTES;BOYACÁ;Tunja (CT);23/01/2024;MASCULINO;ADULTOS;15001000;1
CONTUNDENTES;BOYACÁ;Tunja (CT);24/01/2024;FEMENINO;ADULTOS;15001000;1
CONTUNDENTES;BOYACÁ;Tunja (CT);24/01/2024;MASCULINO;ADULTOS;15001000;2
CONTUNDENTES;BOYACÁ;Tunja (CT);27/01/2024;FEMENINO;ADULTOS;15001000;3
CONTUNDENTES;BOYACÁ;Tunja (CT);28/01/2024;FEMENINO;ADULTOS;15001000;1
CONTUNDENTES;BOYACÁ;Tunja (CT);29/01/2024;FEMENINO;ADULTOS;15001000;4
CONTUNDENTES;BOYACÁ;Tunja (CT);30/01/2024;MASCULINO;ADULTOS;15001000;1
CONTUNDENTES;BOYACÁ;Tunja (CT);31/01/2024;FEMENINO;ADULTOS;15001000;1
CONTUNDENTES;BOYACÁ;Ventaquemada;02/01/2024;FEMENINO;ADULTOS;15861000;1
CONTUNDENTES;BOYACÁ;Villa de Leyva;09/01/2024;MASCULINO;ADULTOS;15407000;1
CONTUNDENTES;BOYACÁ;Viracachá;14/01/2024;FEMENINO;ADULTOS;15879000;1
CONTUNDENTES;CALDAS;Anserma;04/01/2024;FEMENINO;ADULTOS;17042000;1
CONTUNDENTES;CALDAS;Anserma;17/01/2024;FEMENINO;ADULTOS;17042000;1
CONTUNDENTES;CALDAS;Anserma;25/01/2024;MASCULINO;MENORES;17042000;1
CONTUNDENTES;CALDAS;Chinchiná;24/01/2024;FEMENINO;ADULTOS;17174000;2
CONTUNDENTES;CALDAS;Chinchiná;25/01/2024;FEMENINO;ADULTOS;17174000;1
CONTUNDENTES;CALDAS;Chinchiná;28/01/2024;FEMENINO;ADULTOS;17174000;1
CONTUNDENTES;CALDAS;Chinchiná;29/01/2024;FEMENINO;ADULTOS;17174000;1
CONTUNDENTES;CALDAS;Filadelfia;02/01/2024;FEMENINO;ADULTOS;17272005;1
CONTUNDENTES;CALDAS;La Dorada;01/01/2024;FEMENINO;ADULTOS;17380000;2
CONTUNDENTES;CALDAS;La Dorada;05/01/2024;MASCULINO;ADULTOS;17380000;1
CONTUNDENTES;CALDAS;La Dorada;07/01/2024;FEMENINO;ADULTOS;17380000;1
CONTUNDENTES;CALDAS;La Dorada;08/01/2024;MASCULINO;ADULTOS;17380000;1
CONTUNDENTES;CALDAS;La Dorada;09/01/2024;FEMENINO;ADULTOS;17380000;1
CONTUNDENTES;CALDAS;La Dorada;09/01/2024;MASCULINO;ADULTOS;17380000;1
CONTUNDENTES;CALDAS;La Dorada;11/01/2024;FEMENINO;ADULTOS;17380000;1
CONTUNDENTES;CALDAS;La Dorada;12/01/2024;FEMENINO;ADULTOS;17380000;1
CONTUNDENTES;CALDAS;La Dorada;13/01/2024;FEMENINO;ADOLESCENTES;17380000;1
CONTUNDENTES;CALDAS;La Dorada;21/01/2024;FEMENINO;ADULTOS;17380000;1
CONTUNDENTES;CALDAS;La Dorada;22/01/2024;MASCULINO;ADULTOS;17380000;1
CONTUNDENTES;CALDAS;La Dorada;23/01/2024;FEMENINO;ADULTOS;17380000;1
CONTUNDENTES;CALDAS;La Dorada;23/01/2024;MASCULINO;ADULTOS;17380000;1
CONTUNDENTES;CALDAS;La Dorada;27/01/2024;FEMENINO;ADULTOS;17380000;1
CONTUNDENTES;CALDAS;La Dorada;27/01/2024;MASCULINO;ADULTOS;17380000;2
CONTUNDENTES;CALDAS;La Dorada;29/01/2024;MASCULINO;ADULTOS;17380000;1
CONTUNDENTES;CALDAS;La Dorada;30/01/2024;FEMENINO;ADULTOS;17380000;1
CONTUNDENTES;CALDAS;Manizales (CT);01/01/2024;FEMENINO;ADULTOS;17001000;4
CONTUNDENTES;CALDAS;Manizales (CT);01/01/2024;MASCULINO;ADULTOS;17001000;3
CONTUNDENTES;CALDAS;Manizales (CT);03/01/2024;FEMENINO;ADULTOS;17001000;1
CONTUNDENTES;CALDAS;Manizales (CT);03/01/2024;MASCULINO;ADULTOS;17001000;1
CONTUNDENTES;CALDAS;Manizales (CT);04/01/2024;FEMENINO;ADULTOS;17001000;1
CONTUNDENTES;CALDAS;Manizales (CT);07/01/2024;FEMENINO;ADULTOS;17001000;2
CONTUNDENTES;CALDAS;Manizales (CT);08/01/2024;FEMENINO;ADULTOS;17001000;2
CONTUNDENTES;CALDAS;Manizales (CT);09/01/2024;FEMENINO;ADULTOS;17001000;2
CONTUNDENTES;CALDAS;Manizales (CT);09/01/2024;MASCULINO;ADULTOS;17001000;1
CONTUNDENTES;CALDAS;Manizales (CT);11/01/2024;FEMENINO;ADULTOS;17001000;4
CONTUNDENTES;CALDAS;Manizales (CT);12/01/2024;FEMENINO;ADULTOS;17001000;1
CONTUNDENTES;CALDAS;Manizales (CT);14/01/2024;FEMENINO;ADULTOS;17001000;5
CONTUNDENTES;CALDAS;Manizales (CT);14/01/2024;FEMENINO;MENORES;17001000;1
CONTUNDENTES;CALDAS;Manizales (CT);15/01/2024;FEMENINO;ADULTOS;17001000;2
CONTUNDENTES;CALDAS;Manizales (CT);15/01/2024;MASCULINO;ADULTOS;17001000;2
CONTUNDENTES;CALDAS;Manizales (CT);16/01/2024;FEMENINO;ADULTOS;17001000;1
CONTUNDENTES;CALDAS;Manizales (CT);17/01/2024;FEMENINO;ADULTOS;17001000;2
CONTUNDENTES;CALDAS;Manizales (CT);17/01/2024;MASCULINO;ADULTOS;17001000;3
CONTUNDENTES;CALDAS;Manizales (CT);18/01/2024;FEMENINO;ADULTOS;17001000;1
CONTUNDENTES;CALDAS;Manizales (CT);19/01/2024;FEMENINO;ADOLESCENTES;17001000;2
CONTUNDENTES;CALDAS;Manizales (CT);19/01/2024;FEMENINO;ADULTOS;17001000;1
CONTUNDENTES;CALDAS;Manizales (CT);19/01/2024;MASCULINO;ADULTOS;17001000;1
CONTUNDENTES;CALDAS;Manizales (CT);22/01/2024;FEMENINO;ADULTOS;17001000;2
CONTUNDENTES;CALDAS;Manizales (CT);22/01/2024;MASCULINO;ADULTOS;17001000;1
CONTUNDENTES;CALDAS;Manizales (CT);23/01/2024;FEMENINO;ADULTOS;17001000;2
CONTUNDENTES;CALDAS;Manizales (CT);23/01/2024;MASCULINO;ADULTOS;17001000;2
CONTUNDENTES;CALDAS;Manizales (CT);28/01/2024;FEMENINO;ADULTOS;17001000;3
CONTUNDENTES;CALDAS;Manizales (CT);28/01/2024;MASCULINO;ADULTOS;17001000;1
CONTUNDENTES;CALDAS;Manizales (CT);29/01/2024;FEMENINO;ADULTOS;17001000;1
CONTUNDENTES;CALDAS;Manizales (CT);30/01/2024;FEMENINO;ADULTOS;17001000;1
CONTUNDENTES;CALDAS;Manizales (CT);31/01/2024;FEMENINO;ADULTOS;17001000;1
CONTUNDENTES;CALDAS;Marquetalia;07/01/2024;FEMENINO;ADULTOS;17444000;1
CONTUNDENTES;CALDAS;Marquetalia;08/01/2024;MASCULINO;ADULTOS;17444000;1
CONTUNDENTES;CALDAS;Marquetalia;31/01/2024;FEMENINO;ADULTOS;17444000;1
CONTUNDENTES;CALDAS;Neira;03/01/2024;FEMENINO;ADULTOS;17486000;1
CONTUNDENTES;CALDAS;Pácora;01/01/2024;FEMENINO;ADULTOS;17513000;2
CONTUNDENTES;CALDAS;Pensilvania;02/01/2024;FEMENINO;ADULTOS;17541000;1
CONTUNDENTES;CALDAS;Riosucio;01/01/2024;FEMENINO;ADULTOS;17614000;1
CONTUNDENTES;CALDAS;Riosucio;23/01/2024;FEMENINO;ADULTOS;17614000;1
CONTUNDENTES;CALDAS;Riosucio;31/01/2024;FEMENINO;ADULTOS;17614000;1
CONTUNDENTES;CALDAS;Risaralda;03/01/2024;FEMENINO;ADULTOS;17616000;1
CONTUNDENTES;CALDAS;Samaná;08/01/2024;FEMENINO;ADULTOS;17662000;1
CONTUNDENTES;CALDAS;Victoria;21/01/2024;FEMENINO;ADULTOS;17867000;1
CONTUNDENTES;CALDAS;Villamaría;10/01/2024;MASCULINO;ADULTOS;17873000;1
CONTUNDENTES;CALDAS;Villamaría;12/01/2024;FEMENINO;ADULTOS;17873000;1
CONTUNDENTES;CALDAS;Villamaría;12/01/2024;MASCULINO;ADULTOS;17873000;1
CONTUNDENTES;CALDAS;Villamaría;19/01/2024;MASCULINO;ADULTOS;17873000;1
CONTUNDENTES;CALDAS;Villamaría;22/01/2024;FEMENINO;ADULTOS;17873000;1
CONTUNDENTES;CAQUETÁ;Cartagena del Chairá;11/01/2024;FEMENINO;ADULTOS;18150000;1
CONTUNDENTES;CAQUETÁ;Florencia (CT);20/01/2024;FEMENINO;ADULTOS;18001000;1
CONTUNDENTES;CASANARE;Aguazul;08/01/2024;MASCULINO;ADOLESCENTES;85010000;1
CONTUNDENTES;CASANARE;Chameza;28/01/2024;FEMENINO;ADULTOS;85015000;1
CONTUNDENTES;CASANARE;Hato Corozal;22/01/2024;MASCULINO;ADULTOS;85125000;1
CONTUNDENTES;CASANARE;Nunchía;07/01/2024;FEMENINO;ADULTOS;85225000;1
CONTUNDENTES;CASANARE;Paz de Ariporo;10/01/2024;FEMENINO;ADULTOS;85250000;1
CONTUNDENTES;CASANARE;San Luis de Palenque;02/01/2024;FEMENINO;ADULTOS;85325000;1
CONTUNDENTES;CASANARE;Támara;10/01/2024;FEMENINO;ADULTOS;85400000;1
CONTUNDENTES;CASANARE;Tauramena;27/01/2024;FEMENINO;ADULTOS;85410000;1
CONTUNDENTES;CASANARE;Villanueva;23/01/2024;FEMENINO;ADULTOS;85440000;1
CONTUNDENTES;CASANARE;Yopal (CT);01/01/2024;FEMENINO;ADULTOS;85001000;4
CONTUNDENTES;CASANARE;Yopal (CT);01/01/2024;MASCULINO;ADULTOS;85001000;4
CONTUNDENTES;CASANARE;Yopal (CT);02/01/2024;FEMENINO;ADULTOS;85001000;4
CONTUNDENTES;CASANARE;Yopal (CT);03/01/2024;FEMENINO;ADULTOS;85001000;1
CONTUNDENTES;CASANARE;Yopal (CT);03/01/2024;MASCULINO;ADULTOS;85001000;1
CONTUNDENTES;CASANARE;Yopal (CT);04/01/2024;FEMENINO;ADULTOS;85001000;1
CONTUNDENTES;CASANARE;Yopal (CT);05/01/2024;FEMENINO;ADULTOS;85001000;3
CONTUNDENTES;CASANARE;Yopal (CT);07/01/2024;FEMENINO;ADULTOS;85001000;1
CONTUNDENTES;CASANARE;Yopal (CT);08/01/2024;FEMENINO;ADULTOS;85001000;1
CONTUNDENTES;CASANARE;Yopal (CT);08/01/2024;FEMENINO;MENORES;85001000;1
CONTUNDENTES;CASANARE;Yopal (CT);08/01/2024;MASCULINO;MENORES;85001000;1
CONTUNDENTES;CASANARE;Yopal (CT);09/01/2024;FEMENINO;ADULTOS;85001000;1
CONTUNDENTES;CASANARE;Yopal (CT);10/01/2024;FEMENINO;ADULTOS;85001000;1
CONTUNDENTES;CASANARE;Yopal (CT);11/01/2024;FEMENINO;ADULTOS;85001000;1
CONTUNDENTES;CASANARE;Yopal (CT);12/01/2024;FEMENINO;ADULTOS;85001000;1
